4.0 , 24 , Wogies Bar and Grill ,  Vegetarian
4.0 , 13 , Steak Truck ,  Vegetarian
3.5 , 11 , Clem's Steaks Unlimited Too ,  Vegetarian
4.5 , 2308 , Prosperity Dumpling ,  Vegetarian
4.5 , 51 , China Express ,  Vegetarian
4.0 , 366 , Han Dynasty ,  Vegetarian
4.0 , 1005 , Xi'an Famous Foods ,  Vegetarian
4.5 , 128 , Shu Jiao Fu Zhou Cuisine Restaurant ,  Vegetarian
4.0 , 170 , Hunan Delight ,  Vegetarian
4.0 , 2873 , Joe's Shanghai ,  Vegetarian
4.0 , 427 , Xi'an Famous Foods ,  Vegetarian
4.5 , 46 , Xi'an Famous Foods ,  Vegetarian
4.0 , 490 , Shanghai Asian Manor ,  Vegetarian
4.0 , 267 , Wa Jeal Sichuan Chili House ,  Vegetarian
3.5 , 583 , Szechuan Gourmet ,  Vegetarian
4.0 , 120 , Uncle Ted's Modern Chinese Cuisine ,  Vegetarian
4.0 , 505 , H K  Wonton Garden ,  Vegetarian
4.0 , 180 , Golden Fried Dumpling ,  Vegetarian
4.0 , 209 , Spice Symphony ,  Vegetarian
3.5 , 144 , Precious Chinese Cuisine ,  Vegetarian
3.5 , 143 , Ho Yip Restaurant ,  Vegetarian
4.5 , 37 , Sun Hing Lung Co ,  Vegetarian
3.5 , 271 , Hot Kitchen ,  Vegetarian
4.5 , 277 ,  Vegetarian
4.5 , 126 ,  Vegetarian
4.0 , 335 , Creperie ,  Vegetarian
4.0 , 190 , Crepes Du Nord ,  Vegetarian
5.0 , 32 , Crepes Canaveral From Brittany ,  Vegetarian
4.5 , 34 , Crepe Guru ,  Vegetarian
5.0 , 23 , La Belle Crepe ,  Vegetarian
4.0 , 224 , Creperie NYC ,  Vegetarian
4.5 , 267 , Cafe Triskell ,  Vegetarian
4.0 , 369 , Kraverie ,  Vegetarian
4.5 , 500 , Pates Et Traditions ,  Vegetarian
4.0 , 326 , The Crooked Tree ,  Vegetarian
3.5 , 338 , Crepes on Columbus ,  Vegetarian
4.0 , 104 ,  Vegetarian
4.0 , 33 , The Cobble Creperie and Tea Spot ,  Vegetarian
4.0 , 113 , Golden Crepes ,  Vegetarian
3.5 , 235 , Vive La Crepe ,  Vegetarian
4.0 , 104 , Cookies N' Crepes ,  Vegetarian
4.0 , 58 , By Suzette French Crepes ,  Vegetarian
4.0 , 74 , Bonjour Crepes & Wine ,  Vegetarian
4.0 , 393 , The Cuban Restaurant and Bar ,  Vegetarian
4.0 , 2336 , Cafe Habana ,  Vegetarian
4.0 , 489 , La Isla Restaurant ,  Vegetarian
4.0 , 781 , Cuba ,  Vegetarian
4.5 , 370 , Rincon Criollo ,  Vegetarian
4.0 , 458 , Coppelia ,  Vegetarian
4.0 , 250 ,  Vegetarian
4.0 , 368 , Margon ,  Vegetarian
4.0 , 292 , Cabana Restaurant ,  Vegetarian
4.0 , 1542 , Calle Ocho ,  Vegetarian
4.0 , 327 , Tina's Cuban Cuisine ,  Vegetarian
4.0 , 113 , Rumba Cubana ,  Vegetarian
4.0 , 262 , Sophie's Cuban Cuisine ,  Vegetarian
4.0 , 595 , Habana Outpost ,  Vegetarian
4.0 , 526 , Havana Alma de Cuba ,  Vegetarian
4.0 , 697 , Victor's Cafe ,  Vegetarian
3.5 , 506 , Cafe Cortadito ,  Vegetarian
4.0 , 276 , Cafecito ,  Vegetarian
4.0 , 130 , Sophie's Cuban Cuisine ,  Vegetarian
3.5 , 247 , Cubana Cafe ,  Vegetarian
4.5 , 275 , Fiore Deli of Hoboken ,  Vegetarian
4.0 , 5560 , Katz's Delicatessen ,  Vegetarian
4.5 , 356 , Graham Avenue Meats And Deli ,  Vegetarian
5.0 , 108 , Andrea Salumeria ,  Vegetarian
4.5 , 557 , Sal, Kris, & Charlie's Deli ,  Vegetarian
4.5 , 70 , Giovannis Deli ,  Vegetarian
4.5 , 144 , Vito's Italian Deli ,  Vegetarian
4.5 , 174 , Faicco's Italian Specialties ,  Vegetarian
4.0 , 665 , 2nd Ave Deli ,  Vegetarian
4.5 , 45 , Carmines Italian Deli ,  Vegetarian
4.5 , 209 , Sunny and Annie's ,  Vegetarian
4.5 , 25 , Elim Deli Cafe ,  Vegetarian
4.5 , 88 , Fran's Italian Deli ,  Vegetarian
4.0 , 598 , Zabar's ,  Vegetarian
4.5 , 185 , David's Brisket House ,  Vegetarian
4.5 , 53 , D & S Market Place ,  Vegetarian
4.0 , 1227 , Ess-A-Bagel ,  Vegetarian
3.5 , 1699 , Carnegie Deli ,  Vegetarian
4.0 , 41 , Bingo Deli ,  Vegetarian
4.0 , 163 , Luca Brasi's Deli ,  Vegetarian
4.5 , 1185 , Two Little Red Hens ,  Vegetarian
5.0 , 47 , Sweet & Sara ,  Vegetarian
4.0 , 132 , Sweet ,  Vegetarian
4.5 , 65 , The Sweet Shop NYC ,  Vegetarian
4.5 , 86 , Dough ,  Vegetarian
4.5 , 84 , Cocoa Bakery ,  Vegetarian
4.0 , 548 , Schmackary's ,  Vegetarian
4.0 , 349 , The Chocolate Room ,  Vegetarian
4.5 , 842 , Molly's Cupcakes ,  Vegetarian
4.5 , 1284 ,  Vegetarian
4.0 , 775 , Sweet Revenge ,  Vegetarian
4.5 , 64 , Milk Sugar Love Creamery & Bakeshop ,  Vegetarian
5.0 , 51 , Handsome Dan's Snocone & Candy Stand ,  Vegetarian
4.0 , 862 , ChikaLicious Dessert Bar ,  Vegetarian
4.5 , 403 , Cannelle Patisserie ,  Vegetarian
4.5 , 539 , Beard Papa's Cream Puffs ,  Vegetarian
4.5 , 1294 , Wafels & Dinges ,  Vegetarian
4.5 , 46 , Patisserie Tomoko ,  Vegetarian
4.5 , 318 , Jacques Torres Chocolate ,  Vegetarian
4.0 , 104 , Cookies N' Crepes ,  Vegetarian
3.5 , 780 , Nom Wah Tea Parlor ,  Vegetarian
3.5 , 804 , Golden Unicorn ,  Vegetarian
4.0 , 250 , Niu Noodle House ,  Vegetarian
3.5 , 451 , Dim Sum Go Go ,  Vegetarian
3.5 , 374 , RedFarm ,  Vegetarian
3.5 , 376 , Vegetarian Dim Sum House ,  Vegetarian
3.5 , 1084 , Jing Fong Restaurant ,  Vegetarian
3.5 , 346 , Hakkasan ,  Vegetarian
4.0 , 150 , Chance Asian Bistro & Bar ,  Vegetarian
3.5 , 433 , Red Egg ,  Vegetarian
4.0 , 312 , East Harbor Seafood Palace ,  Vegetarian
3.5 , 308 , Oriental Garden Restaurant ,  Vegetarian
3.5 , 364 , Ping's Seafood ,  Vegetarian
3.5 , 213 , Pacificana ,  Vegetarian
3.5 , 292 , Hop Shing Restaurant ,  Vegetarian
4.0 , 131 , The Bao ,  Vegetarian
3.5 , 93 , Full House Cafe ,  Vegetarian
4.0 , 2029 , Buddakan ,  Vegetarian
3.5 , 143 , East Ocean Palace ,  Vegetarian
3.0 , 35 , Good Day Seafood Restaurant ,  Vegetarian
4.0 , 545 , Diner ,  Vegetarian
4.5 , 471 , Tops Diner ,  Vegetarian
4.0 , 435 , Johny's Luncheonette ,  Vegetarian
3.5 , 699 , Brownstone Diner & Pancake Factory ,  Vegetarian
3.5 , 215 , Coach House Restaurant ,  Vegetarian
4.0 , 1480 , Junior's Restaurant ,  Vegetarian
4.0 , 741 , Tom's ,  Vegetarian
4.0 , 116 , Joe Jr. Restaurant ,  Vegetarian
4.0 , 122 , Cup & Saucer ,  Vegetarian
4.0 , 400 , Jimmy's Diner ,  Vegetarian
4.5 , 111 , Family Corner Restaurant ,  Vegetarian
4.0 , 126 , Empire Diner ,  Vegetarian
4.0 , 525 , Shopsin's ,  Vegetarian
3.5 , 176 , City Diner ,  Vegetarian
3.5 , 256 , Waverly ,  Vegetarian
4.0 , 508 , Bonnie's Grill ,  Vegetarian
3.0 , 330 , The Diner ,  Vegetarian
3.5 , 214 , Madison Restaurant ,  Vegetarian
4.0 , 34 , Times Square Diner And Grill ,  Vegetarian
4.0 , 245 , Jackson Hole ,  Vegetarian
3.5 , 144 , Todd English Food Hall ,  Vegetarian
5.0 , 1 , New York Institute of English and Business ,  Vegetarian
5.0 , 1 , Happy English ,  Vegetarian
5.0 , 1 , McCarter & English ,
3.5 , 5 , Farm To Table ,  Vegetarian
5.0 , 40 , AWOL Eatery ,  Vegetarian
4.0 , 591 , Blue Hill ,  Vegetarian
4.0 , 1563 , ABC Kitchen ,  Vegetarian
4.0 , 353 , The Green Table ,  Vegetarian
4.0 , 359 , Print ,  Vegetarian
4.0 , 210 , The Marshal ,  Vegetarian
4.0 , 668 , The Farm On Adderley ,  Vegetarian
4.0 , 114 , Foragers ,  Vegetarian
4.0 , 183 , Monument Lane ,  Vegetarian
4.0 , 146 , Black Tree ,  Vegetarian
4.0 , 391 , Hearth ,  Vegetarian
4.0 , 550 , Market Table ,  Vegetarian
3.5 , 716 , David Burke Kitchen ,  Vegetarian
4.0 , 51 ,  Vegetarian
4.0 , 94 , Escape ,  Vegetarian
3.5 , 427 , Back Forty ,  Vegetarian
4.0 , 131 , Narcissa ,  Vegetarian
4.0 , 413 , Riverpark ,  Vegetarian
4.0 , 985 , Cookshop ,  Vegetarian
4.0 , 754 , Maharlika ,  Vegetarian
4.0 , 353 , Jeepney ,  Vegetarian
4.0 , 145 , Philippine Bread House ,  Vegetarian
4.5 , 50 , Papa's Kitchen ,  Vegetarian
4.5 , 18 , Ace's Wings ,  Vegetarian
4.0 , 247 , Grill 21 ,  Vegetarian
4.0 , 439 , Pig And Khao ,  Vegetarian
4.0 , 47 , Krystal's Cafe 81 ,  Vegetarian
4.0 , 294 , Ugly Kitchen ,  Vegetarian
4.0 , 271 , Tito Rad's Grill & Restaurant ,  Vegetarian
4.0 , 65 , Lumpia Shack Snackbar ,  Vegetarian
3.5 , 173 , Umi Nom ,  Vegetarian
3.5 , 329 , Kuma Inn ,  Vegetarian
5.0 , 12 , Sariling Atin ,  Vegetarian
4.0 , 21 , Little Quiapo ,  Vegetarian
3.5 , 54 , Fiesta Grill ,  Vegetarian
3.5 , 224 , Purple Yam ,  Vegetarian
3.5 , 139 , Max's of Manila ,  Vegetarian
3.5 , 32 , Pan De Sal ,  Vegetarian
4.5 , 11 , Lumpia Shack ,  Vegetarian
4.5 , 692 ,  Vegetarian
4.5 , 1039 , La Sirene ,  Vegetarian
4.0 , 84 , Brasserie de Paris ,  Vegetarian
4.0 , 218 , Madame Claude Cafe ,  Vegetarian
4.5 , 500 , Pates Et Traditions ,  Vegetarian
4.0 , 500 , Le Parisien ,  Vegetarian
4.5 , 717 , Bouley ,  Vegetarian
4.0 , 519 , Buvette ,  Vegetarian
4.5 , 267 , Cafe Triskell ,  Vegetarian
4.0 , 1772 , Balthazar Restaurant ,  Vegetarian
4.5 , 394 , Taureau ,  Vegetarian
4.0 , 594 , Le Barricou ,  Vegetarian
4.5 , 17 , Le French Diner ,  Vegetarian
4.5 , 135 , Cocotte ,  Vegetarian
4.5 , 1408 , Le Bernardin ,  Vegetarian
4.0 , 1563 , ABC Kitchen ,  Vegetarian
4.0 , 238 , Petite Crevette ,  Vegetarian
4.0 , 401 , Le Grainne Cafe ,  Vegetarian
4.0 , 354 , Jadis ,  Vegetarian
4.0 , 174 , Le P'tit Paris Bistro ,  Vegetarian
4.5 , 464 , Cafe Katja ,  Vegetarian
4.0 , 359 , Heidelberg Restaurant ,  Vegetarian
4.0 , 258 , Wechsler's ,  Vegetarian
4.0 , 169 , Reichenbach Hall ,  Vegetarian
4.0 , 332 , Pilsener Haus & Biergarten ,  Vegetarian
4.0 , 464 , Zum Schneider ,  Vegetarian
4.0 , 844 , Radegast Hall and Biergarten ,  Vegetarian
4.0 , 200 , Zum Stammtisch ,  Vegetarian
4.0 , 114 , Max Bratwurst und Bier ,  Vegetarian
4.5 , 75 , Nurnberger Bierhaus ,  Vegetarian
3.5 , 115 , Schnitzel Haus ,  Vegetarian
4.0 , 141 , Rosamunde Sausage Grill ,  Vegetarian
3.0 , 156 , Buschenschank ,  Vegetarian
3.5 , 459 , Zeppelin Hall Biergarten and Restaurant ,  Vegetarian
3.5 , 240 , Lederhosen ,  Vegetarian
3.5 , 79 , Black Forest Brooklyn ,  Vegetarian
3.5 , 295 , Bierhaus NYC ,  Vegetarian
3.5 , 162 ,  Vegetarian
3.5 , 51 , Bavaria Bierhaus ,  Vegetarian
4.0 , 143 ,  Vegetarian
4.5 , 210 , Siggy's Good Food ,  Vegetarian
4.0 , 302 , Friedman's ,  Vegetarian
4.0 , 275 , Siggy's Good Food ,  Vegetarian
4.5 , 75 , Testo ,  Vegetarian
4.0 , 462 , L'asso ,  Vegetarian
4.0 , 175 , Terri ,  Vegetarian
4.5 , 23 , Everybody Eats ,  Vegetarian
4.5 , 277 ,  Vegetarian
4.5 , 67 , Reviver ,  Vegetarian
4.0 , 392 , Bistango ,  Vegetarian
4.5 , 54 ,  Vegetarian Le Village ,
4.0 , 826 , Keste Pizza & Vino ,  Vegetarian
4.0 , 546 , Terri ,  Vegetarian
4.5 , 415 , Champs ,  Vegetarian
4.5 , 86 , Mahzen Grill ,  Vegetarian
4.0 , 574 , Rubirosa ,  Vegetarian
4.0 , 337 , Nino's 46 ,  Vegetarian
4.5 , 51 , Mariella ,  Vegetarian
4.0 , 346 , The Thirsty Koala ,  Vegetarian
4.0 , 103 , Cafe Dada ,  Vegetarian
4.5 , 123 , The Greek ,  Vegetarian
4.5 , 704 , Pylos ,  Vegetarian
4.5 , 250 , Taverna Kyclades East Village ,  Vegetarian
4.0 , 1070 , Taverna Kyclades ,  Vegetarian
4.0 , 364 , Souvlaki GR ,  Vegetarian
4.0 , 914 , Kefi ,  Vegetarian
4.5 , 27 , Ethos Meze East Village ,  Vegetarian
4.0 , 489 , Dafni Greek Taverna ,  Vegetarian
4.0 , 1374 , ilili ,  Vegetarian
4.0 , 781 , Extra Virgin ,  Vegetarian
4.0 , 88 , Avlee Greek Kitchen ,  Vegetarian
4.0 , 125 , Yefsi Estiatorio ,  Vegetarian
4.0 , 295 , Zenon Taverna ,  Vegetarian
4.0 , 110 , Faros Restaurant ,  Vegetarian
4.0 , 85 , Anthi's Greek Food ,  Vegetarian
4.0 , 420 , Avra Restaurant ,  Vegetarian
4.0 , 173 , Okeanos ,  Vegetarian
4.0 , 94 , Spartan Souvlaki ,  Vegetarian
4.0 , 67 , Stefanos Mediterranean Grille ,  Vegetarian
4.5 , 77 , Greek Town Gyros ,  Vegetarian
4.0 , 152 , Brooklyn Fare ,  Vegetarian
4.0 , 329 , Fairway Market ,  Vegetarian
4.5 , 840 , Mitsuwa Marketplace ,  Vegetarian
4.5 , 22 , Healthfully Organic Market ,  Vegetarian
4.0 , 213 , Fairway Market ,  Vegetarian
4.5 , 145 , Court Street Grocers ,  Vegetarian
3.5 , 381 , FreshDirect ,  Vegetarian
4.0 , 100 , Katagiri Japanese Grocery Store ,  Vegetarian
4.0 , 70 , Depanneur ,  Vegetarian
3.5 , 130 , dainobu ,  Vegetarian
3.5 , 67 , 55 Fulton Market ,  Vegetarian
4.5 , 23 , Parrot Coffee Grocery ,  Vegetarian
4.0 , 158 , New Kam Man ,  Vegetarian
4.0 , 118 , Butcher Block ,  Vegetarian
4.5 , 16 , Oriental Pastry & Grocery ,  Vegetarian
4.5 , 31 , A.L.C Italian Grocery ,  Vegetarian
3.5 , 33 , Elm Health ,  Vegetarian
4.0 , 14 , Apna Bazar Cash & Carry ,  Vegetarian
4.0 , 56 , Compare Foods ,  Vegetarian
3.5 , 378 , Fairway Market ,  Vegetarian
4.5 , 15 , Le Soleil Restaurant ,  Vegetarian
3.5 , 123 , La Caye Restaurant ,  Vegetarian
4.0 , 102 , Saveur Creole ,  Vegetarian
3.5 , 59 , Kombit Bar & Restaurant ,  Vegetarian
5.0 , 11 , Le Marecage ,  Vegetarian
4.0 , 7 , Kreyol Flavor ,  Vegetarian
4.5 , 3 , La Tranquilite L'Impressioniste Restaurant ,  Vegetarian
3.5 , 12 , Harlem Karibe Takeout ,  Vegetarian
4.5 , 6 , First Republic Lounge and Restaurant ,  Vegetarian
3.0 , 16 , Chloe's Restaurant & Lounge ,  Vegetarian
5.0 , 6 , Cafe Kreole ,  Vegetarian
5.0 , 1 , Nicolas Family ,  Vegetarian
3.5 , 6 , Venus Restaurant ,  Vegetarian
3.0 , 5 , Denise's Takeout ,  Vegetarian
5.0 , 1 , Firtayes ,  Vegetarian
5.0 , 1 , Your Daily Baguette ,  Vegetarian
3.5 , 7 , Creole Buffet ,  Vegetarian
4.0 , 36 , Le Bon Pain Bakery ,  Vegetarian
4.5 , 5 , La Baguette Shop ,  Vegetarian
5.0 , 2 , Pascale Bakery & Restaurant ,  Vegetarian
4.5 , 5741 , The Halal Guys ,  Vegetarian
4.5 , 420 , King of Falafel & Shawarma ,  Vegetarian
4.0 , 135 , Halal Guys ,  Vegetarian
5.0 , 23 , Honest Chops ,  Vegetarian
4.0 , 233 , Sammy's Halal ,  Vegetarian
4.5 , 202 , Uncle Gussy's ,  Vegetarian
4.0 , 181 , Omar's Kitchen & Bakery ,  Vegetarian
4.5 , 77 , King of Falafel & Shawarma ,  Vegetarian
4.5 , 52 , The Casbah - Halal Cart ,  Vegetarian
4.5 , 28 , Halal Cart ,  Vegetarian
4.0 , 62 , Biryani House Cart ,  Vegetarian
4.0 , 84 , Halal Cart ,  Vegetarian
4.0 , 362 , Biryani Cart ,  Vegetarian
4.5 , 43 , York and 69th Halal Cart ,  Vegetarian
4.0 , 147 , Istanbul Kebab House ,  Vegetarian
3.5 , 21 , The Halal Guys Restaurant ,  Vegetarian
4.5 , 104 , La Goulette ,  Vegetarian
4.0 , 134 , Fatima's ,  Vegetarian
4.0 , 100 , Afghan Kebab House II ,  Vegetarian
4.0 , 18 , Halal Paradise ,  Vegetarian
4.0 , 88 , Onomea ,  Vegetarian
4.0 , 227 , Tommy Bahama Restaurant & Bar - New York ,  Vegetarian
5.0 , 6 , Brooklyn Wahines ,  Vegetarian
3.5 , 65 , MAKANA ,  Vegetarian
3.5 , 78 , Shaka Burrito ,  Vegetarian
3.5 , 84 , Makana ,  Vegetarian
4.0 , 99 , Tokyo Teriyaki ,  Vegetarian
4.5 , 61 , Cafe Hanamizuki ,  Vegetarian
4.0 , 513 , Hillstone Restaurant ,  Vegetarian
3.0 , 65 , Lees Hawaiian Islander ,  Vegetarian
4.0 , 103 , Suzume ,  Vegetarian
4.0 , 2 , Aloha Teriyaki Grill ,  Vegetarian
4.0 , 92 , Singas Famous Pizza ,  Vegetarian
4.0 , 1299 , Empanada Mama ,  Vegetarian
4.0 , 167 , Mama's Empanadas ,  Vegetarian
4.0 , 602 , Talde ,  Vegetarian
4.0 , 77 , Custom Fuel Pizza ,  Vegetarian
4.5 , 209 , Empanadas Cafe ,  Vegetarian
4.0 , 42 , Pronto Pizzeria & Restaurant ,  Vegetarian
3.5 , 77 , Mama's Empanada's ,  Vegetarian
4.5 , 210 , Siggy's Good Food ,  Vegetarian
4.5 , 120 , The Picnic Basket ,  Vegetarian
4.0 , 212 , Sweetgreen ,  Vegetarian
4.0 , 383 , Mooncake Foods ,  Vegetarian
4.0 , 529 , Westville ,  Vegetarian
4.0 , 687 , Westville ,  Vegetarian
4.5 , 101 , GreenStreets Salads ,  Vegetarian
4.5 , 71 , Natural Blend ,  Vegetarian
4.5 , 505 , Beyond Sushi ,  Vegetarian
4.5 , 63 , Govinda's Vegetarian ,  Vegetarian
4.0 , 599 , Cocoron ,  Vegetarian
4.0 , 702 , Westville ,  Vegetarian
4.0 , 150 , Good Health ,  Vegetarian
4.0 , 628 , Peacefood Cafe ,  Vegetarian
4.0 , 556 , Blossom ,  Vegetarian
4.0 , 175 , Terri ,  Vegetarian
4.5 , 40 , Small Peace Soup & Smoothie ,  Vegetarian
4.5 , 67 , Reviver ,  Vegetarian
4.5 , 47 , The Hummus & Pita Co. ,  Vegetarian
5.0 , 24 , Jungle Cafe ,  Vegetarian
4.0 , 1583 , Crif Dogs ,  Vegetarian
4.0 , 906 , Gray's Papaya ,  Vegetarian
4.5 , 69 , Boulevard Drinks ,  Vegetarian
4.0 , 685 , Rudy's Bar & Grill ,  Vegetarian
4.0 , 141 , Rosamunde Sausage Grill ,  Vegetarian
4.0 , 373 , Papaya King ,  Vegetarian
4.5 , 15 , Fulton Hot Dog King ,  Vegetarian
4.0 , 99 , Lock Yard ,  Vegetarian
3.5 , 279 , Crif Dogs ,  Vegetarian
4.5 , 34 , Shake Shack ,  Vegetarian
4.0 , 155 , Hiram's Roadstand ,  Vegetarian
3.5 , 392 , Bark Hot Dogs ,  Vegetarian
4.0 , 432 , Rutt's Hut ,  Vegetarian
4.0 , 14 , Crif Dogs ,  Vegetarian
4.5 , 20 , Dominick's Hot Dog Truck ,  Vegetarian
3.5 , 52 , Papaya Dog ,  Vegetarian
4.0 , 22 , Hot Dog House ,  Vegetarian
3.5 , 657 , Nathan's Famous ,  Vegetarian
4.5 , 38 , JJ's Hot Dog Truck ,  Vegetarian
3.0 , 109 , Papaya Dog ,  Vegetarian
4.5 , 173 , Bengal Tiger Indian Food ,  Vegetarian
4.0 , 66 , Mahal Kita ,  Vegetarian
4.0 , 270 , Pippali ,  Vegetarian
4.5 , 48 , Mirch Masala ,  Vegetarian
4.0 , 625 , Seva Indian Cuisine ,  Vegetarian
4.5 , 412 , The MasalaWala ,  Vegetarian
4.5 , 200 , Gandhi Fine Indian Cuisine ,  Vegetarian
4.0 , 288 , Karma Kafe ,  Vegetarian
4.0 , 272 , Malai Marke Indian Cuisine ,  Vegetarian
4.0 , 893 , Dhaba Indian Cuisine ,  Vegetarian
4.0 , 158 , Taj Mahal ,  Vegetarian
4.0 , 222 , Swagat ,  Vegetarian
4.0 , 76 , Touch Of Spice ,  Vegetarian
4.0 , 253 , Om Restaurant ,  Vegetarian
4.0 , 293 , Masala Times ,  Vegetarian
4.0 , 280 , Bombay Masala ,  Vegetarian
4.0 , 45 , Kanan Indian Restaurant ,  Vegetarian
4.5 , 78 , Ashoka Indian Grill ,  Vegetarian
4.0 , 261 , Namaste ,  Vegetarian
4.5 , 68 , Dhoom Restaurant And Bar ,  Vegetarian
3.5 , 207 , Bali Nusa Indah ,  Vegetarian
4.0 , 113 , Selamat Pagi ,  Vegetarian
3.5 , 143 , Kopi Kopi NYC ,  Vegetarian
3.5 , 84 , Java Indonesian Restaurant ,  Vegetarian
3.5 , 148 , Sanur ,  Vegetarian
3.5 , 78 , Upi Jaya ,  Vegetarian
3.5 , 54 , Java Village ,  Vegetarian
3.5 , 16 , Sky Cafe ,  Vegetarian
2.5 , 13 , Pondok Jakarta ,  Vegetarian
4.0 , 303 , Cafe Asean ,  Vegetarian
4.0 , 1097 , Nyonya ,  Vegetarian
4.0 , 1 , Sky Cafe ,  Vegetarian
4.0 , 96 , Malay Restaurant ,  Vegetarian
3.5 , 3 , OK Indo - Kirula Enterprise ,  Vegetarian
4.0 , 368 , Taste Good Malaysian Cuisine ,  Vegetarian
3.5 , 20 , Asian Taste 86 ,  Vegetarian
3.5 , 385 , Sacred Chow ,  Vegetarian
4.5 , 15 , Daizen ,  Vegetarian
3.0 , 42 , Noodles & Company ,  Vegetarian
3.5 , 556 , Laut ,  Vegetarian
4.0 , 132 , Session House ,  Vegetarian
3.5 , 652 , Lillie's Victorian Bar & Restaurant ,  Vegetarian
4.0 , 301 , Puck Fair ,  Vegetarian
4.0 , 291 , Molly's ,  Vegetarian
4.5 , 115 , Irish Rover ,  Vegetarian
4.0 , 123 , Dublin 6 ,  Vegetarian
4.0 , 230 , Banter Irish Bar and Kitchen ,  Vegetarian
4.0 , 89 , Carpe Diem Pub & Restaurant ,  Vegetarian
4.0 , 270 , Lansdowne Road ,  Vegetarian
4.5 , 85 , The Quays Pub ,  Vegetarian
4.0 , 77 , Molloy's Irish Pub ,  Vegetarian
4.0 , 55 , O'hanlons ,  Vegetarian
4.0 , 347 , The Penrose ,  Vegetarian
4.5 , 25 , The Wild Rover Pub ,  Vegetarian
4.0 , 98 , Peter Dillon's ,  Vegetarian
3.5 , 239 , Donovan's Pub ,  Vegetarian
4.0 , 142 , Iggy's Keltic Lounge ,  Vegetarian
4.0 , 154 , The Four-Faced Liar ,  Vegetarian
4.5 , 15 , The Harp ,  Vegetarian
4.0 , 191 , Brooklyn Public House ,  Vegetarian
4.5 , 449 ,  Vegetarian
4.5 , 105 , Tutto A Modo Mio ,  Vegetarian
4.5 , 816 , L'Artusi ,  Vegetarian
4.5 , 108 , Pepe Rosso Social ,  Vegetarian
4.0 , 879 , Bianca ,  Vegetarian
4.0 , 728 , Malatesta Trattoria ,  Vegetarian
4.5 , 197 , Piccoli Trattoria ,  Vegetarian
4.0 , 1101 , Uva ,  Vegetarian
4.0 , 785 , Trattoria Trecolori ,  Vegetarian
4.0 , 574 , Rubirosa ,  Vegetarian
4.5 , 254 , Sergimmo Salumeria ,  Vegetarian
4.0 , 993 , Scarpetta ,  Vegetarian
4.0 , 1408 , Carmine's ,  Vegetarian
4.0 , 634 , La Lanterna di Vittorio ,  Vegetarian
4.5 , 82 , Ciccio ,  Vegetarian
4.5 , 467 , Trattoria L'incontro ,  Vegetarian
4.5 , 151 , The Saint Austere ,  Vegetarian
4.5 , 788 , Il Bambino ,  Vegetarian
4.0 , 478 , Il Corallo Trattoria ,  Vegetarian
5.0 , 40 , 15 Fox Place ,  Vegetarian
4.0 , 72 , Yvonne's Jamaican Food Truck ,  Vegetarian
3.5 , 163 , Christie's Jamaican Patties ,  Vegetarian
3.5 , 56 , Jamaican Dutchy ,  Vegetarian
4.5 , 16 , Jamaican Pride Bakery ,  Vegetarian
3.5 , 21 , Jamaican Food Cart ,  Vegetarian
4.0 , 38 , Jamaican Flavors ,  Vegetarian
4.5 , 7 , Little Ochie Jamaican Cuisine ,  Vegetarian
3.5 , 39 , C & J Jamaican Restaurant and Bakery ,  Vegetarian
3.5 , 14 , JJ's Jamaican Restaurant ,  Vegetarian
4.0 , 10 , Sunrise Grill Jamaican Truck ,  Vegetarian
3.5 , 14 , Breeze's Jamaican Restaurant & Bakery ,  Vegetarian
4.0 , 2 , Four Seasons Jamaican Restaurant ,  Vegetarian
4.0 , 2 , Sally's Jamaican Restaurant ,  Vegetarian
4.0 , 1 , Amette Jamaican Cafe ,  Vegetarian
2.5 , 17 , Markie 'B' Jamaican ,  Vegetarian
3.5 , 21 , Tropics Jamaican Restaurant ,  Vegetarian
4.5 , 14 , Corner Style Jamaican & American ,  Vegetarian
4.5 , 2 , Our Place Jamaican American Restaurant ,  Vegetarian
3.5 , 2 , Bell's Jamaican Restaurant ,  Vegetarian
5.0 , 1 , Nicky's Jamaican Cuisine ,  Vegetarian
4.0 , 529 , Ootoya ,  Vegetarian
4.0 , 599 , Cocoron ,  Vegetarian
4.5 , 1049 , Sakagura ,  Vegetarian
4.5 , 59 , Okonomi ,  Vegetarian
4.0 , 163 , Teppan Bar & Grill ,  Vegetarian
4.5 , 302 , Kyo Ya ,  Vegetarian
4.0 , 642 , Sushi Yasaka ,  Vegetarian
4.0 , 658 , Zenkichi ,  Vegetarian
4.0 , 261 , MEW Izakaya ,  Vegetarian
4.5 , 48 , Sushi House 21 ,  Vegetarian
4.0 , 422 , Takashi ,  Vegetarian
4.0 , 475 , Bozu ,  Vegetarian
4.0 , 443 , Hakata Tonton ,  Vegetarian
4.0 , 1063 , Sake Bar Hagi ,  Vegetarian
4.5 , 169 , Ootoya ,  Vegetarian
4.0 , 119 , Fukurou ,  Vegetarian
4.0 , 806 , Yakitori Totto ,  Vegetarian
4.5 , 37 , Mu Ramen ,  Vegetarian
4.5 , 26 , Taiyo Foods ,  Vegetarian
4.0 , 260 , Hibino ,  Vegetarian
5.0 , 35 , Oasis Juice Bar ,  Vegetarian
4.5 , 67 ,  Vegetarian Juice Hugger Cafe ,
